Entry,Entry.Name,Protein.names,Reviewed,ComplexPortal,OrthoDB
P40064,NU157_YEAST,Nucleoporin NUP157 (Nuclear pore protein NUP157),reviewed,CPX-824;,338970at2759;
P40352,RAD26_YEAST,DNA repair and recombination protein RAD26 (EC 3.6.4.12) (ATP-dependent helicase RAD26),reviewed,CPX-1189;,413460at2759;
P40362,UTP18_YEAST,U3 small nucleolar RNA-associated protein 18 (U3 snoRNA-associated protein 18) (U three protein 18),reviewed,CPX-1410;,1935146at2759;
P46580,ANM5_CAEEL,Protein arginine N-methyltransferase 5 (EC 2.1.1.320),reviewed,CPX-1131;,1368803at2759;
P46673,NUP85_YEAST,Nucleoporin NUP85 (Nuclear pore protein NUP85),reviewed,CPX-824;,17644at2759;
P48581,RAD17_YEAST,DNA damage checkpoint control protein RAD17 (DNA repair exonuclease RAD17),reviewed,CPX-1806;,337581at2759;
P50947,PHO23_YEAST,Transcriptional regulatory protein PHO23,reviewed,CPX-1852;,5411773at2759;
P52910,ACS2_YEAST,Acetyl-coenzyme A synthetase 2 (EC 6.2.1.1) (Acetate--CoA ligase 2) (Acyl-activating enzyme 2),reviewed,CPX-9181;,1706066at2759;
P53011,SEH1_YEAST,Nucleoporin SEH1 (Nuclear pore protein SEH1) (SEC13 homolog 1),reviewed,CPX-3231;CPX-824;,5566198at2759;
P53037,PSD2_YEAST,Phosphatidylserine decarboxylase proenzyme 2 (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase 2 beta chain; Phosphatidylserine decarboxylase 2 alpha chain],reviewed,CPX-1319;,67700at2759;
P53040,TAF6_YEAST,Transcription initiation factor TFIID subunit 6 (TBP-associated factor 6) (TBP-associated factor 60 kDa) (TAFII-60) (TAFII60),reviewed,CPX-1642;CPX-656;CPX-675;,361039at2759;
P53044,UFD1_YEAST,Ubiquitin fusion degradation protein 1 (UB fusion protein 1) (Polymerase-interacting protein 3),reviewed,CPX-2946;CPX-3265;,422728at2759;
P53104,ATG1_YEAST,Serine/threonine-protein kinase ATG1 (EC 2.7.11.1) (Autophagy protein 3) (Autophagy-related protein 1) (Cytoplasm to vacuole targeting protein 10),reviewed,CPX-1676;,346907at2759;
P54358,DPOD1_DROME,DNA polymerase delta catalytic subunit (EC 2.7.7.7) (3'-5' exodeoxyribonuclease) (EC 3.1.11.-),reviewed,CPX-2421;,2414538at2759;
P69786,PTGCB_ECOLI,PTS system glucose-specific EIICB component (EIICB-Glc) (EII-Glc) [Includes: Glucose permease IIC component (PTS system glucose-specific EIIC component); Glucose-specific phosphotransferase enzyme IIB component (EC 2.7.1.199) (PTS system glucose-specific EIIB component)],reviewed,CPX-2242;CPX-5943;,7571469at2;
P77173,ZIPA_ECOLI,Cell division protein ZipA (FtsZ interacting protein A),reviewed,CPX-1936;,7054914at2;
Q00916,RU17_YEAST,U1 small nuclear ribonucleoprotein 70 kDa homolog (U1 70K) (U1 snRNP 70 kDa homolog) (U1-70K) (U1 small nuclear ribonucleoprotein SNP1) (U1 snRNP protein SNP1),reviewed,CPX-23;,4207594at2759;
Q01519,COX12_YEAST,"Cytochrome c oxidase subunit 12, mitochondrial (Cytochrome c oxidase polypeptide VIb)",reviewed,CPX-1721;CPX-1722;,1107506at2759;
Q02870,ERCC3_DROME,General transcription and DNA repair factor IIH helicase/translocase subunit XPB (TFIIH subunit XPB) (EC 5.6.2.4) (ATP-dependent DNA helicase hay) (DNA 3'-5' helicase/translocase XPB) (DNA excision repair protein haywire) (ERCC-3 homolog protein) (ERCC3Dm),reviewed,CPX-2258;,10262986at2759;
Q05306,COAA1_MOUSE,Collagen alpha-1(X) chain,reviewed,CPX-2971;,10021193at2759;
Q05787,HRD3_YEAST,ERAD-associated E3 ubiquitin-protein ligase component HRD3 (HMG-CoA reductase degradation protein 3),reviewed,CPX-1280;CPX-3070;,27934at2759;
Q05941,ACHA7_RAT,Neuronal acetylcholine receptor subunit alpha-7,reviewed,CPX-233;CPX-237;,11434at9989;
Q06706,ELP1_YEAST,Elongator complex protein 1 (Gamma-toxin target 1) (Protein IKI3),reviewed,CPX-779;,40048at2759;
Q08285,RRP40_YEAST,Exosome complex component RRP40 (Ribosomal RNA-processing protein 40),reviewed,CPX-599;CPX-603;,340500at2759;
Q08387,DNLI4_YEAST,DNA ligase 4 (EC 6.5.1.1) (DNA ligase II) (DNA ligase IV) (Polydeoxyribonucleotide synthase [ATP] 4),reviewed,CPX-1665;,151490at2759;
Q12018,CDC53_YEAST,Cell division control protein 53 (Cullin-A) (E3 ubiquitin ligase complex SCF subunit CDC53),reviewed,CPX-3234;CPX-3241;CPX-3242;CPX-3243;CPX-3244;CPX-3249;CPX-3250;CPX-3253;CPX-3254;CPX-3255;CPX-3681;,27073at2759;
Q12377,RPN6_YEAST,26S proteasome regulatory subunit RPN6 (Proteasome non-ATPase subunit 4),reviewed,CPX-2262;,1418352at2759;
Q12499,NOP58_YEAST,Nucleolar protein 58 (Nucleolar protein 5),reviewed,CPX-1604;CPX-729;,6780543at2759;
Q24311,CUL1_DROME,Cullin homolog 1 (Lin-19 homolog protein),reviewed,CPX-2646;,27073at2759;
Q27272,TAF9_DROME,Transcription initiation factor TFIID subunit 9 (Protein enhancer of yellow 1) (TBP-associated factor 9) (Transcription initiation factor TFIID 42 kDa subunit) (TAFII-42) (p42),reviewed,CPX-2644;,341924at2759;
Q3U0M1,TPPC9_MOUSE,Trafficking protein particle complex subunit 9 (NIK- and IKBKB-binding protein),reviewed,CPX-4764;,8404at9989;
Q61180,SCNNA_MOUSE,Epithelial sodium channel subunit alpha (Alpha-ENaC) (Epithelial Na(+) channel subunit alpha) (Alpha-NaCH) (Amiloride-sensitive sodium channel subunit alpha) (Nonvoltage-gated sodium channel 1 subunit alpha) (SCNEA),reviewed,CPX-315;,6238402at2759;
Q63118,CALRL_RAT,Calcitonin gene-related peptide type 1 receptor (CGRP type 1 receptor) (Calcitonin receptor-like receptor),reviewed,CPX-244;CPX-245;CPX-248;,16753at2759;
Q8BGW5,SOSB2_MOUSE,SOSS complex subunit B2 (Nucleic acid-binding protein 1) (Oligonucleotide/oligosaccharide-binding fold-containing protein 2A) (Sensor of single-strand DNA complex subunit B2) (Sensor of ssDNA subunit B2) (SOSS-B2) (Single-stranded DNA-binding protein 2),reviewed,CPX-615;,295715at2759;
Q8BKE9,IFT74_MOUSE,Intraflagellar transport protein 74 homolog (Capillary morphogenesis gene 1 protein) (CMG-1) (Coiled-coil domain-containing protein 2),reviewed,CPX-5028;,444379at2759;
Q99220,OS9_YEAST,Protein OS-9 homolog,reviewed,CPX-1280;CPX-3070;,448954at2759;
Q99383,HRP1_YEAST,Nuclear polyadenylated RNA-binding protein 4 (Cleavage factor IB) (CFIB) (Heterogeneous nuclear ribonucleoprotein 1),reviewed,CPX-1896;,1875751at2759;
Q99LQ1,MBIP1_MOUSE,MAP3K12-binding inhibitory protein 1 (MAPK upstream kinase-binding inhibitory protein) (MUK-binding inhibitory protein),reviewed,CPX-1025;CPX-1029;,5531344at2759;
Q9D084,CENPS_MOUSE,Centromere protein S (CENP-S) (Apoptosis-inducing TAF9-like domain-containing protein 1 homolog) (FANCM-interacting histone fold protein 1),reviewed,CPX-5704;,1872155at2759;
Q9JJ26,MEFV_MOUSE,Pyrin,reviewed,CPX-4244;,9445371at2759;
Q9V9W8,PYGO_DROME,Protein pygopus (Protein gammy legs),reviewed,CPX-2563;,270215at2759;
Q9WTJ5,RAMP1_MOUSE,Receptor activity-modifying protein 1,reviewed,CPX-3149;CPX-3235;,10007519at2759;
O02193,MOF_DROME,Histone acetyltransferase MOF (EC 2.3.1.48) (Males-absent on the first protein),reviewed,CPX-2340;,787137at2759;
O16844,COS_DROME,Kinesin-like protein costa (Kinesin-like protein costal2),reviewed,CPX-2700;,540783at2759;
P00370,DHE4_ECOLI,NADP-specific glutamate dehydrogenase (NADP-GDH) (EC 1.4.1.4),reviewed,CPX-1976;,9803297at2;
P00410,COX2_YEAST,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),reviewed,CPX-1721;CPX-1722;,539285at2759;
P02091,HBB1_RAT,"Hemoglobin subunit beta-1 (Beta-1-globin) (Hemoglobin beta chain, major-form) (Hemoglobin beta-1 chain)",reviewed,CPX-2925;,47196at9989;
P02535,K1C10_MOUSE,"Keratin, type I cytoskeletal 10 (56 kDa cytokeratin) (Cytokeratin-10) (CK-10) (Keratin, type I cytoskeletal 59 kDa) (Keratin-10) (K10)",reviewed,CPX-5871;,2441647at2759;
P06971,FHUA_ECOLI,Ferrichrome outer membrane transporter/phage receptor (Ferric hydroxamate receptor) (Ferric hydroxamate uptake) (Ferrichrome-iron receptor),reviewed,CPX-2843;,127311at2;
P07257,QCR2_YEAST,"Cytochrome b-c1 complex subunit 2, mitochondrial (Complex III subunit 2) (Core protein II) (Ubiquinol-cytochrome c oxidoreductase core protein 2)",reviewed,CPX-567;,6369905at2759;
P07395,SYFB_ECOLI,Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS),reviewed,CPX-5222;,9805455at2;
P08518,RPB2_YEAST,DNA-directed RNA polymerase II subunit RPB2 (RNA polymerase II subunit 2) (EC 2.7.7.6) (B150) (DNA-directed RNA polymerase II 140 kDa polypeptide),reviewed,CPX-2662;,10248617at2759;
P09152,NARG_ECOLI,Respiratory nitrate reductase 1 alpha chain (EC 1.7.5.1) (Nitrate reductase A subunit alpha) (Quinol-nitrate oxidoreductase subunit alpha),reviewed,CPX-1974;,9759518at2;
P0A6H1,CLPX_ECOLI,ATP-dependent Clp protease ATP-binding subunit ClpX (ATP-dependent unfoldase ClpX),reviewed,CPX-3176;,9804062at2;
P0ABD5,ACCA_ECOLI,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15),reviewed,CPX-3206;,9808023at2;
P0ABH9,CLPA_ECOLI,ATP-dependent Clp protease ATP-binding subunit ClpA,reviewed,CPX-3175;,9803641at2;
P0AGB3,RPOH_ECOLI,RNA polymerase sigma factor RpoH (Heat shock regulatory protein F33.4) (RNA polymerase sigma-32 factor),reviewed,CPX-4887;,9809557at2;
P0CS90,HSP77_YEAST,"Import motor subunit, mitochondrial (EC 3.6.4.10) (Endonuclease SceI 75 kDa subunit) (Endo.SceI 75 kDa subunit) (mtHSP70)",reviewed,CPX-1423;CPX-1741;CPX-539;,2401965at2759;
P10981,ACT5_DROME,Actin-87E (EC 3.6.4.-),reviewed,CPX-2264;,422673at2759;
P13433,RPOM_YEAST,"DNA-directed RNA polymerase, mitochondrial (EC 2.7.7.6)",reviewed,CPX-3146;,276422at2759;
P24182,ACCC_ECOLI,Biotin carboxylase (EC 6.3.4.14) (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A),reviewed,CPX-3206;,9763189at2;
P25451,PSB3_YEAST,Proteasome subunit beta type-3 (Macropain subunit PUP3) (Multicatalytic endopeptidase complex subunit PUP3) (Proteasome component PUP3),reviewed,CPX-2262;,204949at2759;
P25604,STP22_YEAST,Suppressor protein STP22 of temperature-sensitive alpha-factor receptor and arginine permease (ESCRT-I complex subunit VPS23) (Vacuolar protein sorting-associated protein 23),reviewed,CPX-940;,306304at2759;
P28159,SUH_DROME,Suppressor of hairless protein (J kappa-recombination signal-binding protein) (RBP-J kappa),reviewed,CPX-2337;,5600360at2759;
P29366,BEM1_YEAST,Bud emergence protein 1 (Suppressor of RHO3 protein 1),reviewed,CPX-3462;,548867at2759;
P32366,VA0D_YEAST,V-type proton ATPase subunit d (V-ATPase subunit d) (V-ATPase 39 kDa subunit) (V-ATPase subunit M39) (Vacuolar proton pump subunit d),reviewed,CPX-1192;CPX-1193;,10250083at2759;
P32495,NHP2_YEAST,H/ACA ribonucleoprotein complex subunit NHP2 (H/ACA snoRNP protein NHP2) (High mobility group-like nuclear protein 2),reviewed,CPX-737;,5364946at2759;
P32897,TIM23_YEAST,Mitochondrial import inner membrane translocase subunit TIM23 (Membrane import machinery protein MIM23) (Mitochondrial protein import protein 3) (Mitochondrial protein import protein MAS6),reviewed,CPX-539;CPX-6127;,159299at2759;
P32916,SRPR_YEAST,Signal recognition particle receptor subunit alpha homolog (SR-alpha) (Docking protein alpha) (DP-alpha),reviewed,CPX-780;,1727884at2759;
P33332,SEC3_YEAST,Exocyst complex component SEC3 (Protein PSL1),reviewed,CPX-1890;,27109at2759;
P35718,RPC8_YEAST,DNA-directed RNA polymerase III subunit RPC8 (RNA polymerase III subunit C8) (DNA-directed RNA polymerase III 25 kDa polypeptide) (RNA polymerase III subunit C25),reviewed,CPX-2660;,10256606at2759;
P38703,LAG1_YEAST,Ceramide synthase LAG1 (Longevity assurance factor 1) (Longevity assurance gene 1 protein) (Longevity assurance protein 1) (Very-long-chain ceramide synthase LAG1) (EC 2.3.1.297),reviewed,CPX-1706;,3053196at2759;
P38874,ELP5_YEAST,Elongator complex protein 5 (Gamma-toxin target 5) (HAT-associated protein 2) (Protein IKI1),reviewed,CPX-779;,166907at2759;
P40066,GLE2_YEAST,mRNA export factor GLE2 (Nuclear pore protein GLE2) (Nucleoporin GLE2) (poly(A) RNA export protein RAE1),reviewed,CPX-824;,256303at2759;
P40422,RPAB4_YEAST,"DNA-directed RNA polymerases I, II, and III subunit RPABC4 (RNA polymerases I, II, and III subunit ABC4) (ABC10-alpha)",reviewed,CPX-1664;CPX-2660;CPX-2662;,5585087at2759;
P41896,T2FB_YEAST,Transcription initiation factor IIF subunit beta (TFIIF medium subunit) (TFIIF-beta) (Transcription factor G 54 kDa subunit),reviewed,CPX-1149;,26094at2759;
P43561,FET5_YEAST,Iron transport multicopper oxidase FET5 (EC 1.-.-.-),reviewed,CPX-869;,2121828at2759;
P43621,COPD_YEAST,Coatomer subunit delta (Delta-coat protein) (Delta-COP),reviewed,CPX-1652;,10266042at2759;
P45568,DXR_ECOLI,1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase),reviewed,CPX-1930;,9806546at2;
P46948,RRP41_YEAST,Exosome complex component SKI6 (Extracellular mutant protein 20) (Ribosomal RNA-processing protein 41) (Superkiller protein 6),reviewed,CPX-599;CPX-603;,437922at2759;
P47075,VTC4_YEAST,Vacuolar transporter chaperone complex subunit 4 (Phosphate metabolism protein 3) (Polyphosphate kinase) (SPX-dependent polyphosphate polymerase VTC subunit 4) (Vacuolar membrane polyphosphate polymerase catalytic subunit) (PolyP polymerase) (EC 2.7.4.1),reviewed,CPX-784;CPX-8568;,6493944at2759;
P48836,VATG_YEAST,V-type proton ATPase subunit G (V-ATPase subunit G) (V-ATPase 13 kDa subunit) (Vacuolar proton pump subunit G),reviewed,CPX-1192;CPX-1193;,250802at2759;
P53256,RRP46_YEAST,Exosome complex component RRP46 (Ribosomal RNA-processing protein 46),reviewed,CPX-599;CPX-603;,27298at2759;
P53632,PAP2_YEAST,Poly(A) RNA polymerase protein 2 (EC 2.7.7.19) (DNA polymerase kappa) (DNA polymerase sigma) (Topoisomerase 1-related protein TRF4),reviewed,CPX-1678;CPX-1679;,273917at2759;
P53859,CSL4_YEAST,Exosome complex component CSL4 (CEP1 synthetic lethal protein 4),reviewed,CPX-599;CPX-603;,440760at2759;
P53860,PDR16_YEAST,Phosphatidylinositol transfer protein PDR16 (PITP) (Pleiotropic drug resistance protein 16) (SEC14 homolog 3),reviewed,CPX-2148;,75724at2759;
P91929,NDUAA_DROME,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial (Complex I-42kD) (CI-42kD) (NADH-ubiquinone oxidoreductase 42 kDa subunit)",reviewed,CPX-8628;CPX-8638;,17400at2759;
Q02767,VPS28_YEAST,Vacuolar protein sorting-associated protein 28 (ESCRT-I complex subunit VPS28),reviewed,CPX-940;,2671at2759;
Q02890,PNG1_YEAST,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (PNGase) (EC 3.5.1.52) (Peptide:N-glycanase 1) (yPNG1),reviewed,CPX-1320;,409136at2759;
Q03012,SPP1_YEAST,COMPASS component SPP1 (Complex proteins associated with SET1 protein SPP1) (Set1C component SPP1) (Suppressor of PRP protein 1),reviewed,CPX-1039;,436852at2759;
Q03020,ISU1_YEAST,"Iron sulfur cluster assembly protein 1, mitochondrial (Iron sulfur cluster scaffold protein 1)",reviewed,CPX-392;,1925777at2759;
Q03834,MSH6_YEAST,DNA mismatch repair protein MSH6 (MutS protein homolog 6) (Postmeiotic segregation protein 3),reviewed,CPX-1037;,10252754at2759;
Q04062,RPN9_YEAST,26S proteasome regulatory subunit RPN9 (Proteasome non-ATPase subunit 7),reviewed,CPX-2262;,1093at2759;
Q05166,NUP59_YEAST,Nucleoporin ASM4 (Nuclear pore protein NUP59),reviewed,CPX-824;,1733656at2759;
Q05568,PEX10_YEAST,Peroxisome biogenesis factor 10 (EC 2.3.2.27) (Peroxin-10) (Peroxisomal biogenesis factor 10) (Peroxisome assembly protein 10),reviewed,CPX-1903;,6270329at2759;
Q05636,RRP45_YEAST,Exosome complex component RRP45 (Ribosomal RNA-processing protein 45),reviewed,CPX-599;CPX-603;,10264038at2759;
Q06102,YTH1_YEAST,mRNA 3'-end-processing protein YTH1 (Yeast 30 kDa homolog 1),reviewed,CPX-1053;,1914176at2759;
Q06337,EAF1_YEAST,Chromatin modification-related protein EAF1 (ESA1-associated factor 1) (Vacuolar import and degradation protein 21),reviewed,CPX-3155;,5364245at2759;
Q06639,RSC3_YEAST,Chromatin structure-remodeling complex protein RSC3 (Remodel the structure of chromatin complex subunit 3),reviewed,CPX-1888;CPX-1889;,762982at2759;
Q12157,APC11_YEAST,Anaphase-promoting complex subunit 11 (EC 6.3.2.-),reviewed,CPX-756;CPX-760;CPX-761;CPX-762;,1681166at2759;
Q12186,BBP_YEAST,Branchpoint-bridging protein (Mud synthetic-lethal 5 protein) (Splicing factor 1) (Zinc finger protein BBP),reviewed,CPX-1417;,6777263at2759;
Q12285,MDY2_YEAST,Ubiquitin-like protein MDY2 (Golgi to ER traffic protein 5) (Mating-deficient protein 2) (Translation machinery-associated protein 24),reviewed,CPX-1861;,4067208at2759;
Q12406,ARP7_YEAST,Actin-related protein 7 (Actin-like protein ARP7) (Chromatin structure-remodeling complex protein ARP7) (SWI/SNF complex component ARP7),reviewed,CPX-1150;CPX-1888;CPX-1889;,5132116at2759;
Q23023,UNC51_CAEEL,Serine/threonine-protein kinase unc-51 (EC 2.7.11.1) (Uncoordinated protein 51),reviewed,CPX-4821;,346907at2759;
Q27268,DX39B_DROME,ATP-dependent RNA helicase WM6 (DEAD box protein UAP56) (Dmrnahel) (EC 3.6.4.13) (HEL/UAP56),reviewed,CPX-2261;,196131at2759;
Q2LKU9,NLR1A_MOUSE,"NACHT, LRR and PYD domains-containing protein 1a (EC 3.4.-.-) (Caspase recruitment domain-containing protein 7) (Death effector filament-forming ced-4-like apoptosis protein) (Nucleotide-binding domain and caspase recruitment domain) [Cleaved into: NACHT, LRR and PYD domains-containing protein 1a, C-terminus (Nlrp1a-CT); NACHT, LRR and PYD domains-containing protein 1a, N-terminus (Nlrp1a-NT)]",reviewed,CPX-4271;,428577at2759;
Q3TDQ1,STT3B_MOUSE,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B (Oligosaccharyl transferase subunit STT3B) (STT3-B) (EC 2.4.99.18) (B6dom1 antigen) (Source of immunodominant MHC-associated peptides),reviewed,CPX-5822;CPX-8739;,10261066at2759;
Q8BQR4,KANL2_MOUSE,KAT8 regulatory NSL complex subunit 2 (NSL complex protein NSL2) (Non-specific lethal 2 homolog),reviewed,CPX-875;,677315at2759;
Q8K273,EMC5_MOUSE,ER membrane protein complex subunit 5 (Membrane magnesium transporter 1) (Transmembrane protein 32),reviewed,CPX-5882;CPX-5883;,44756at2759;
Q8R2K4,TAF6L_MOUSE,TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L (TAF6L) (PCAF-associated factor 65-alpha) (PAF65-alpha),reviewed,CPX-1024;CPX-6803;CPX-920;,6621890at2759;
Q9CQP8,CTSRZ_MOUSE,Cation channel sperm-associated auxiliary subunit zeta (CatSper-zeta) (CatSperzeta) (Protein expressed in male leptotene and zygotene spermatocytes 622) (MLZ-622) (Testis-expressed protein 40),reviewed,CPX-9078;,9451709at2759;
Q9DAM2,EFCB9_MOUSE,EF-hand calcium-binding domain-containing protein 9,reviewed,CPX-9078;,186625at2759;
Q9ES54,NPL4_RAT,Nuclear protein localization protein 4 homolog (Protein NPL4),reviewed,CPX-138;,5427at9989;
Q9JJH5,F262_RAT,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 (6PF-2-K/Fru-2,6-P2ase 2) (PFK/FBPase 2) (6PF-2-K/Fru-2,6-P2ase heart-type isozyme) (RH2K) [Includes: 6-phosphofructo-2-kinase (EC 2.7.1.105); Fructose-2,6-bisphosphatase (EC 3.1.3.46)]",reviewed,CPX-2041;,267323at2759;
Q9V461,MCM6_DROME,DNA replication licensing factor Mcm6 (DmMCM6) (EC 3.6.4.12),reviewed,CPX-2942;,1744952at2759;
Q9V853,SMUF1_DROME,E3 ubiquitin-protein ligase Smurf1 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase Smurf1) (Lethal with a checkpoint kinase protein) (SMAD ubiquitination regulatory factor 1 homolog) (DSmurf),reviewed,CPX-1897;,423283at2759;
Q9VGW6,MCM5_DROME,DNA replication licensing factor Mcm5 (EC 3.6.4.12) (Minichromosome maintenance 5 protein) (DmMCM5),reviewed,CPX-2942;,10036721at2759;
Q9VT57,CDK8_DROME,Cyclin-dependent kinase 8 (EC 2.7.11.22) (EC 2.7.11.23) (Cell division protein kinase 8) (DmCdk8) (Mediator complex subunit Cdk8) (Mediator of RNA polymerase II transcription subunit Cdk8),reviewed,CPX-7701;,6284126at2759;
Q9VTK2,POMT1_DROME,Protein O-mannosyltransferase 1 (EC 2.4.1.109) (Dolichyl-phosphate-mannose--protein mannosyltransferase 1) (dPOMT1) (Protein rotated abdomen),reviewed,CPX-2372;,292747at2759;
C0LLJ0,IMA8_MOUSE,Importin subunit alpha-8 (Karyopherin subunit alpha-7),reviewed,CPX-1067;,69935at9989;
E9Q9W7,PDZD7_MOUSE,PDZ domain-containing protein 7,reviewed,CPX-2501;,10029564at2759;
P00958,SYMC_YEAST,"Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)",reviewed,CPX-1947;,5844513at2759;
P05756,RS13_YEAST,Small ribosomal subunit protein uS15 (40S ribosomal protein S13) (S27a) (YS15),reviewed,CPX-1599;,623277at2759;
P06780,RHO1_YEAST,GTP-binding protein RHO1 (EC 3.6.5.2) (Rho-type GTPase 1),reviewed,CPX-1812;CPX-1813;CPX-3028;,8830751at2759;
P06782,SNF1_YEAST,Carbon catabolite-derepressing protein kinase (EC 2.7.11.1) (Sucrose nonfermentating protein 1),reviewed,CPX-231;CPX-232;CPX-2800;,193931at2759;
P07834,CDC4_YEAST,Cell division control protein 4 (E3 ubiquitin ligase complex SCF subunit CDC4) (F-box protein CDC4),reviewed,CPX-3234;,190105at2759;
P09798,CDC16_YEAST,Anaphase-promoting complex subunit CDC16 (Cell division control protein 16),reviewed,CPX-756;CPX-760;CPX-761;CPX-762;,10006270at2759;
P09938,RIR2_YEAST,Ribonucleoside-diphosphate reductase small chain 1 (EC 1.17.4.1) (Ribonucleotide reductase R2 subunit 1) (Ribonucleotide reductase small subunit 1),reviewed,CPX-1102;CPX-1103;,10248373at2759;
